record_id,current_gpa,vegetables,vegetables_2,fruit,fruit_juice,green_salad,milk,breakfast,soda,diet_soda,energy_drinks,sports_drinks,fast_food,gpa_quality_flag
402,3.49,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
403,3.11,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 times,4 to 6 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
404,3.2,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),2 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
405,3.5,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 glasses,4 days,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
406,3.61,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),4 days,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
407,3.7,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,4 to 6 glasses,3 days,11 times or more,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
408,3.5,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 glasses (not at all),5 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
409,3.6,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),1 day,0 times (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
410,3.95,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 glasses,3 days,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
411,3.8,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),2 days,4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
412,3.86,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),4 to 6 times,1 to 3 glasses,6 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
413,3.5,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 glasses,1 day,7 to 10 times,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
414,3.7,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
415,3.4,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
416,4.71,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),4 to 6 times,0 glasses (not at all),6 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,above_expected_range
417,3.94,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,valid
418,3.34,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
419,2.7,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 times,0 glasses (not at all),3 days,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,4 to 6 times,valid
420,2.9,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 times,1 to 3 glasses,0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
421,3.67,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
422,3.7,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
423,3.6,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 glasses,7 days (everyday),4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
424,3.5,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),2 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
425,3.6,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,1 to 3 glasses,6 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
426,4,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),1 day,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
427,3.6,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
428,4,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
429,3.4,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 times (not at all),0 glasses (not at all),5 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
430,3.9,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
431,3.25,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
432,2.52,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),7 to 10 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
433,3.2,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),5 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
434,3.78,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
435,3.31,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 times,0 glasses (not at all),0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
436,4,4 to 6 times,4 to 6 times,11 times or more,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),11 times or more,0 times (not at all),0 times (not at all),1 to 3 times,valid
437,3,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),4 to 6 times,0 glasses (not at all),2 days,0 times (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
438,3.55,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
439,3.5,4 to 6 times,4 to 6 times,7 to 10 times,11 times or more,0 times (not at all),7 to 10 glasses,7 days (everyday),4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
440,3.85,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
441,3.6,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
442,2.78,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),1 day,11 times or more,11 times or more,0 times (not at all),0 times (not at all),4 to 6 times,valid
443,3.2,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),2 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
444,4,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
445,3.11,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,0 glasses (not at all),5 days,1 to 3 times,0 times (not at all),7 to 10 times,0 times (not at all),1 to 3 times,valid
446,3.24,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 times (not at all),4 to 6 glasses,6 days,0 times (not at all),4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
447,3.4,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,0 glasses (not at all),0 days (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,valid
448,3.7,4 to 6 times,4 to 6 times,1 to 3 times,7 to 10 times,1 to 3 times,0 glasses (not at all),5 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
449,3.6,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 glasses (not at all),3 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
450,3.9,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),4 to 6 times,0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
451,4,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,0 times (not at all),4 to 6 glasses,2 days,4 to 6 times,0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,valid
452,3.56,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
453,3.2,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),3 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
454,2.48,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),4 to 6 times,0 glasses (not at all),6 days,0 times (not at all),4 to 6 times,7 to 10 times,7 to 10 times,1 to 3 times,valid
455,2.9,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),0 times (not at all),0 glasses (not at all),3 days,0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
456,2.9,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),4 to 6 glasses,1 day,4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
457,3.91,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
458,2.7,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),0 days (not at all),0 times (not at all),4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),valid
459,3.75,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),4 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
460,1.9,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 times (not at all),0 glasses (not at all),0 days (not at all),1 to 3 times,4 to 6 times,0 times (not at all),0 times (not at all),7 to 10 times,valid
461,3,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 glasses,2 days,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 times (not at all),valid
462,4,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 glasses,3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
463,3.4,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),3 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
464,2.05,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),4 to 6 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
465,3.235,4 to 6 times,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,0 glasses (not at all),1 day,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,1 to 3 times,valid
466,3.6,4 to 6 times,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,0 glasses (not at all),1 day,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,1 to 3 times,valid
467,3.47,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 glasses,7 days (everyday),4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
468,0.94,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),4 days,11 times or more,0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
469,3.1,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,4 to 6 glasses,4 days,4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
470,3,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),4 to 6 times,0 glasses (not at all),0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),11 times or more,0 times (not at all),valid
471,3.4,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
472,3,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),2 days,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
473,3.4,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
474,3.9,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 glasses,4 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
475,3.5,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 glasses,1 day,1 to 3 times,0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
476,2.8,4 to 6 times,4 to 6 times,11 times or more,0 times (not at all),0 times (not at all),0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
477,3.65,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,1 to 3 glasses,2 days,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
478,3.4,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 glasses,3 days,1 to 3 times,0 times (not at all),0 times (not at all),7 to 10 times,1 to 3 times,valid
479,3.72,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),1 to 3 times,4 to 6 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),11 times or more,1 to 3 times,valid
480,3.3,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
481,2.9,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
482,3.12,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),4 to 6 times,0 glasses (not at all),6 days,0 times (not at all),4 to 6 times,7 to 10 times,7 to 10 times,1 to 3 times,valid
483,3.6,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,1 to 3 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
484,3.26,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),1 to 3 times,1 to 3 glasses,0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
485,3.46,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),0 glasses (not at all),4 days,1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
486,2.9,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
487,3.8,4 to 6 times,4 to 6 times,7 to 10 times,7 to 10 times,1 to 3 times,4 to 6 glasses,4 days,1 to 3 times,0 times (not at all),0 times (not at all),11 times or more,1 to 3 times,valid
488,3.24,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,1 to 3 times,0 glasses (not at all),2 days,4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
489,3.72,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),1 to 3 times,0 times (not at all),4 to 6 times,valid
490,3.54,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 times,4 to 6 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),7 to 10 times,1 to 3 times,valid
491,3.1,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,4 to 6 glasses,1 day,11 times or more,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
492,3.7,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 glasses,7 days (everyday),4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
493,3.82,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
494,2.4,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,1 to 3 glasses,2 days,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 times,11 times or more,valid
495,2.91,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
496,3.67,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
497,2.54,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),0 days (not at all),4 to 6 times,0 times (not at all),0 times (not at all),4 to 6 times,4 to 6 times,valid
498,3.4,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
499,3.5,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,4 to 6 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),11 times or more,1 to 3 times,valid
500,2.8,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,0 glasses (not at all),3 days,7 to 10 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
501,2.8,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),0 times (not at all),4 to 6 glasses,0 days (not at all),0 times (not at all),7 to 10 times,1 to 3 times,1 to 3 times,11 times or more,valid
502,3.09,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,7 to 10 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
503,2.5,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),4 to 6 glasses,3 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
504,2.79,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 glasses (not at all),0 days (not at all),7 to 10 times,0 times (not at all),0 times (not at all),7 to 10 times,4 to 6 times,valid
505,3,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 glasses,3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
506,3.5,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
507,2.89,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),3 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
508,3.5,7 to 10 times,7 to 10 times,7 to 10 times,0 times (not at all),7 to 10 times,0 glasses (not at all),0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
509,4,7 to 10 times,7 to 10 times,7 to 10 times,0 times (not at all),4 to 6 times,1 to 3 glasses,7 days (everyday),0 times (not at all),1 to 3 times,1 to 3 times,1 to 3 times,1 to 3 times,valid
510,4,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,1 to 3 times,0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
511,3.81,7 to 10 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,7 to 10 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
512,3.07,7 to 10 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),4 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
513,3.1,7 to 10 times,7 to 10 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),4 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
514,4,7 to 10 times,7 to 10 times,7 to 10 times,7 to 10 times,4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
515,2.76,7 to 10 times,7 to 10 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),4 to 6 times,0 times (not at all),1 to 3 times,valid
516,2.9,7 to 10 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,7 to 10 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
517,3.2,7 to 10 times,7 to 10 times,1 to 3 times,4 to 6 times,0 times (not at all),0 glasses (not at all),7 days (everyday),11 times or more,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
518,4,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,1 to 3 times,4 to 6 glasses,4 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
519,3.76,7 to 10 times,7 to 10 times,11 times or more,1 to 3 times,0 times (not at all),11 glasses or more,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
520,3.63,7 to 10 times,7 to 10 times,1 to 3 times,0 times (not at all),4 to 6 times,0 glasses (not at all),5 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
521,3.23,7 to 10 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,7 to 10 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
522,3.75,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
523,3.3,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),7 to 10 times,1 to 3 glasses,4 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
524,3.69,7 to 11 times,7 to 10 times,4 to 6 times,1 to 3 times,4 to 6 times,7 to 10 glasses,5 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
525,3.91,7 to 11 times,7 to 10 times,11 times or more,1 to 3 times,11 times or more,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
526,3.45,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
527,4,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,4 to 6 glasses,5 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
528,3.75,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),4 to 6 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
529,4,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
530,2.6,7 to 11 times,7 to 10 times,1 to 3 times,4 to 6 times,7 to 10 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
531,3.9,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),7 to 10 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
532,3.8,7 to 11 times,7 to 10 times,0 times (not at all),1 to 3 times,4 to 6 times,4 to 6 glasses,2 days,7 to 10 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
533,3.7,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),4 to 6 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
534,4,7 to 11 times,7 to 10 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 glasses,3 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
